presassetone	powid	teamcolor1g	hassubstitutionboard	rightfreekicktakerid	flamethrowercannon	domesticprestige	teamcolor1r	genericint2	cksupport7	defensivedepth	hasvikingclap	jerseytype	pitchcolor	cksupport9	pitchwear	clubworth	popularity	hastifo	presassettwo	teamstadiumcapacity	stadiumgoalnetstyle	iscompetitionscarfenabled	cityid	teamcolor2b	rivalteam	playsurfacetype	isbannerenabled	goalnetstanchioncolor2g	midfieldrating	cksupport8	stadiummowpattern_code	cksupport6	matchdayoverallrating	matchdaymidfieldrating	assetid	attackrating	teamcolor2r	foundationyear	longitude	buildupplay	matchdaydefenserating	hasstandingcrowd	favoriteteamsheetid	defenserating	iscompetitionpoleflagenabled	skinnyflags	uefa_consecutive_wins	longkicktakerid	trait1vweak	iscompetitioncrowdcardsenabled	goalnetstanchioncolor2r	rightcornerkicktakerid	throwerleft	gender	cksupport1	cornerflagpolecolor	teamcolor3r	uefa_cl_wins	hassuncanthem	domesticcups	goalnetstanchioncolor1b	teamcolor1b	ethnicity	leftcornerkicktakerid	opponentweakthreshold	youthdevelopment	latitude	teamid	uefa_el_wins	trait1vequal	teamcolor3g	numtransfersin	opponentstrongthreshold	stanchionflamethrower	stadiumgoalnetpattern	throwerright	captainid	personalityid	goalnetstanchioncolor2b	prev_el_champ	leftfreekicktakerid	cksupport2	goalnetstanchioncolor1r	leaguetitles	genericbanner	crowdregion	uefa_uecl_wins	overallrating	ballid	teamcolor2g	profitability	utcoffset	penaltytakerid	goalnetstanchioncolor1g	pitchlinecolor	teamname	cksupport5	freekicktakerid	crowdskintonecode	internationalprestige	cksupport3	haslargeflag	trainingstadium	form	genericint1	cksupport4	teamcolor3b	trait1vstrong	matchdayattackrating
0	-1	112	0	230337	0	8	5	-1	0	65	0	2	4	0	0	219990	5	0	0	78838	0	0	402	38	1043	0	1	230	72	0	3	0	72	72	567	74	182	1902	-43	1	72	1	-1	72	1	0	0	230271	132097	0	230	230337	0	0	0	0	255	1	0	1	230	67	2	230337	2	9	-22	567	0	132097	255	0	2	0	1	0	230271	1	230	0	230337	0	230	4	0	1	0	72	184	6	3	-3	230278	230	0	Fluminense	0	230337	7	8	0	0	366	0	-1	0	255	270337	74
0	-1	52	0	234015	0	6	4	-1	0	50	0	2	4	0	0	219000	6	0	0	61846	5	1	44	255	1035	0	1	245	71	0	1	0	72	71	568	75	255	1921	-44	2	73	1	-1	73	1	0	0	230465	263237	0	245	230252	0	0	0	0	255	2	0	6	245	170	2	230252	1	6	-20	568	0	4202565	255	0	1	0	1	0	230318	1	245	0	234015	0	245	4	0	1	0	72	184	255	7	-3	230502	245	0	Cruzeiro	0	234015	7	6	0	0	366	0	-1	0	255	528453	75
0	-1	255	0	230275	0	5	255	-1	0	30	0	2	4	0	0	189990	6	0	1	21880	0	0	402	1	1043	0	1	230	69	0	1	0	70	69	569	70	1	1898	-43	3	70	1	-1	70	1	1	0	230275	4202560	1	230	234023	0	0	0	0	250	1	0	1	230	255	2	234023	1	4	-22	569	0	528448	250	0	1	0	1	0	230434	1	230	0	230275	0	230	4	0	1	0	70	184	1	2	-3	230302	230	0	Vasco da Gama	0	230275	7	3	0	0	366	0	-1	0	250	526400	70
0	-1	90	0	276949	0	2	25	-1	0	50	0	2	4	0	0	70000	6	0	0	30044	0	2	298	255	110832	0	1	50	67	0	1	0	67	67	573	67	255	1994	-4	2	67	2	-1	67	2	0	0	276949	263168	0	40	276949	0	0	0	0	83	0	0	0	92	170	5	276949	1	7	36	573	0	4202496	140	0	1	0	0	0	235312	0	92	0	276949	0	40	0	0	4	0	67	69	255	3	1	255398	50	0	Málaga CF	0	276949	2	1	0	0	366	0	-1	0	195	528384	67
0	-1	83	0	251617	0	6	1	-1	0	50	0	2	4	0	0	22400	3	0	0	15034	0	1	642	255	110329	0	1	160	70	0	3	0	70	70	576	70	255	1900	10	3	68	1	-1	68	1	0	0	204688	270338	1	160	251617	0	0	0	0	226	0	0	0	170	151	3	251834	1	5	54	576	0	4198402	1	0	1	0	0	0	200473	0	170	0	251617	0	160	1	0	4	0	70	27	255	5	1	204688	160	0	Holstein Kiel	0	251617	2	1	0	0	366	0	-1	0	49	526338	70
0	-1	255	0	234860	0	3	255	-1	0	65	0	2	4	0	0	11500	2	0	0	10000	8	1	910	1	523	0	1	146	68	0	0	0	68	68	580	68	1	1907	7	1	68	1	-1	68	1	0	0	234860	132096	0	146	261745	0	0	0	0	255	0	0	0	146	255	2	261745	1	6	49	580	0	132096	255	0	1	0	0	0	262591	0	146	0	234860	0	146	0	0	4	0	68	27	1	6	1	238631	146	0	SV Elversberg	0	234860	2	1	0	0	366	0	-1	0	255	270336	68
0	-1	129	0	202087	0	1	1	-1	0	30	0	2	4	0	0	1650	4	0	0	15060	0	1	972	255	171	0	1	255	62	0	3	0	63	62	583	63	255	1905	10	2	63	1	-1	63	1	0	0	202087	4195328	0	255	202087	0	0	0	0	1	0	0	0	255	50	2	202087	1	5	50	583	0	532480	120	0	1	0	0	0	209491	0	255	0	202087	0	255	0	0	4	0	63	91	255	1	1	78657	255	0	1. FC Schweinfurt 05	0	202087	2	1	0	0	366	0	-1	0	60	528384	63
0	-1	0	0	230521	0	7	250	-1	0	50	0	2	4	0	0	234990	7	0	1	72039	0	0	434	255	383	0	1	230	72	0	1	0	73	72	598	73	255	1930	-46	1	73	1	-1	73	1	1	0	230222	263296	1	230	230242	0	0	0	0	1	3	0	1	230	0	2	230242	2	8	-23	598	1	4195456	1	0	2	0	1	0	230244	1	230	0	230521	0	230	6	0	1	0	73	184	255	9	-3	230521	230	0	São Paulo	0	230521	7	8	0	0	366	0	-1	0	1	532608	73
0	-1	1	0	223848	4	10	1	-1	0	50	0	2	4	0	1	196280	9	0	0	26000	0	1	405	255	112139	0	1	1	79	0	1	0	78	79	605	80	255	1957	46	1	78	1	-1	78	1	0	0	224293	132232	0	1	224293	0	0	0	0	1	0	0	11	1	204	3	210602	2	2	24	605	0	263304	1	0	2	0	0	0	210602	1	1	0	223848	0	1	19	0	8	0	78	67	255	10	3	215716	1	0	Al Hilal	0	223848	9	7	0	0	366	0	-1	0	153	4202632	80
0	-1	255	0	165153	4	10	255	-1	0	50	0	2	4	0	1	113380	8	0	0	62345	0	1	232	1	112387	0	1	80	78	0	1	0	75	78	607	77	1	1927	39	2	71	1	-1	71	1	0	0	165153	263297	0	52	241852	0	0	0	0	255	0	0	10	53	1	3	241852	2	5	21	607	0	4202625	255	0	2	0	1	0	165153	0	53	0	165153	0	52	10	0	8	0	75	67	1	10	3	209499	80	0	Al Ittihad	0	165153	9	6	0	0	366	0	-1	0	255	528513	77
0	-1	1	0	192451	0	3	1	-1	0	50	0	1	4	0	0	3300	1	0	0	9512	30	2	673	1	81	0	2	1	62	0	15	0	64	62	621	63	255	1995	-3	3	62	0	-1	62	1	0	0	192451	270352	0	1	192451	0	0	0	0	255	0	0	0	1	1	1	192451	1	3	55	621	0	4198416	240	0	1	0	1	0	190180	1	1	0	192451	0	1	0	0	3	0	64	173	215	2	0	215420	1	0	Livingston	0	192451	2	1	0	0	366	0	-1	0	1	526352	63
0	-1	240	0	210386	0	4	240	-1	0	50	0	2	4	0	0	32500	1	0	1	12511	0	2	677	90	1904	0	2	185	68	0	1	0	68	68	634	69	24	1968	5	2	68	2	-1	68	2	0	0	210386	263176	2	185	210386	0	0	0	0	4	0	0	2	185	50	2	210386	1	1	50	634	0	4202504	4	0	1	0	0	0	197860	1	185	0	210386	0	185	0	0	4	0	68	30	160	5	1	239378	185	0	Fortuna Sittard	0	210386	2	1	0	0	366	0	-1	0	4	528392	69
0	-1	125	0	228666	0	1	250	-1	0	50	0	2	4	0	0	23750	2	0	0	7384	0	2	906	5	100638	0	2	150	64	0	15	0	65	64	645	68	5	1977	5	2	65	2	-1	65	2	0	0	228666	263232	0	150	228666	0	0	0	0	255	0	0	0	150	0	1	228666	1	7	52	645	0	4202560	100	0	1	0	0	0	227537	0	150	0	228666	0	150	0	0	4	0	65	30	5	5	1	227537	150	0	FC Volendam	0	228666	2	1	0	0	366	0	-1	0	1	528448	68
0	-1	5	0	73348	0	5	5	-1	0	65	0	2	4	0	0	37000	4	0	1	15000	8	1	103	255	232	0	1	204	67	0	1	0	69	67	670	72	255	1904	4	1	68	1	-1	68	1	0	0	73348	132168	2	202	73348	0	0	0	0	1	0	0	0	206	5	3	73348	1	5	50	670	0	132168	1	0	1	0	0	0	73348	0	206	0	73348	0	202	0	0	4	0	69	122	255	4	1	273915	204	0	Charleroi	0	73348	2	4	0	0	366	0	-1	0	1	270408	72
0	-1	72	0	260570	1	9	55	-1	0	65	0	2	4	0	0	130000	6	0	1	24956	3	1	179	255	680	0	1	72	72	0	1	0	73	72	673	74	255	1988	5	1	75	1	-1	75	1	0	0	260570	132120	2	55	260570	0	0	0	0	255	0	0	5	186	186	3	70497	2	8	51	673	0	132120	255	0	2	0	0	0	229659	0	186	0	260570	0	55	4	0	4	0	73	122	255	8	1	260570	72	0	Genk	0	260570	2	5	0	0	366	0	-1	0	255	270360	74
0	-1	58	0	266681	0	8	1	-1	0	65	0	2	4	0	0	147000	6	0	0	20000	0	1	181	255	231	0	1	255	68	0	1	0	70	68	674	70	255	1900	3	2	68	1	-1	68	1	0	0	266681	132226	1	255	266681	0	0	0	0	213	0	0	4	255	183	2	266681	1	6	51	674	0	139394	228	0	1	0	1	0	204549	0	255	0	266681	0	255	1	0	4	0	70	122	255	6	1	234905	255	0	Gent	0	266681	2	5	0	0	366	0	-1	0	23	266370	70
0	-1	238	0	232490	0	5	249	-1	0	30	0	2	4	0	0	40000	3	0	0	14600	38	1	451	250	673	2	1	204	67	0	15	0	67	67	680	67	0	1924	5	2	66	1	-1	66	1	0	0	232490	4195328	0	202	232490	0	0	0	0	46	0	0	0	206	19	2	232490	1	3	50	680	0	532480	41	0	1	0	0	0	71641	1	206	0	232490	0	202	0	0	4	0	67	122	0	3	1	273610	204	0	Sint-Truiden	0	232490	2	3	0	0	366	0	-1	0	70	528384	67
0	-1	244	0	235661	0	3	249	-1	0	50	0	2	0	0	1	55000	3	0	0	8035	38	1	526	181	110724	0	1	200	67	0	0	0	70	67	681	73	14	1933	5	2	71	1	-1	71	1	0	0	235661	263233	0	200	235661	0	0	0	0	229	0	0	1	200	0	4	235661	1	3	51	681	0	4202561	224	0	1	0	0	0	235661	0	200	0	235661	0	200	0	0	4	0	70	122	113	7	1	275401	200	0	Westerlo	0	235661	2	1	0	0	366	0	-1	0	20	528449	73
0	-1	240	0	241907	4	10	255	-1	0	65	0	1	4	0	0	194000	5	0	0	20000	0	1	114	12	113149	0	1	1	71	0	0	0	70	71	687	66	12	1996	-83	1	69	0	-1	69	1	0	0	241907	132250	0	1	245855	0	0	0	0	255	0	0	1	1	0	9	241907	1	5	39	687	0	132250	240	0	1	0	0	0	202078	0	1	0	241907	0	1	3	0	6	0	70	189	12	7	-5	241907	1	0	Columbus Crew	0	241907	2	2	0	0	366	0	-1	0	0	270490	66
0	-1	1	0	242542	4	7	1	-1	0	65	0	2	4	0	0	277000	5	0	0	20000	0	1	522	255	689	0	1	1	64	0	3	0	67	64	688	69	255	1995	-76	2	69	0	-1	69	1	0	0	242542	132234	0	1	242542	0	0	0	0	239	0	0	3	1	1	2	242542	1	4	38	688	0	139402	47	0	1	0	0	0	184111	0	1	0	242542	0	1	4	0	6	0	67	189	255	2	-5	184111	1	0	D.C. United	0	242542	2	3	0	0	366	0	-1	0	36	266378	69
0	-1	0	0	208448	4	7	246	-1	0	65	0	1	4	0	0	261000	5	1	0	25000	0	1	210	255	112828	0	1	1	69	0	1	0	69	69	689	75	255	1995	-74	1	66	0	-1	66	1	0	0	208448	132224	0	255	208448	0	0	0	0	31	0	0	0	1	29	2	208448	1	7	40	689	0	132224	42	0	1	1	0	0	208448	0	1	0	208448	0	255	0	0	6	0	69	189	255	5	-5	208448	1	0	New York Red Bulls	0	208448	2	4	0	0	366	0	-1	0	62	270464	75
0	-1	52	0	210930	4	5	38	-1	0	65	0	2	4	0	0	170500	5	0	0	20000	0	1	166	255	689	2	1	52	72	0	15	0	69	72	691	72	255	1996	-71	2	66	0	-1	66	1	0	0	210930	132232	0	38	210930	0	0	0	0	235	0	0	1	84	84	2	210930	1	5	42	691	0	139400	22	0	1	0	0	0	210930	0	84	0	210930	0	38	0	0	6	0	69	189	255	5	-5	210930	52	0	New England Revolution	0	210930	2	3	0	0	366	0	-1	0	52	266376	72
0	-1	0	0	213209	4	4	246	-1	0	50	0	2	4	0	0	285500	4	0	0	24955	0	1	607	255	691	0	1	12	69	0	3	0	69	69	693	76	255	1997	-87	2	66	0	-1	66	1	0	0	213209	263440	0	12	213209	0	0	0	0	15	0	0	4	12	29	1	213209	1	3	41	693	0	4202768	38	0	1	0	0	0	238008	0	12	0	213209	0	12	1	0	6	0	69	189	255	4	-6	260984	12	0	Chicago Fire FC	0	213209	2	1	0	0	366	0	-1	0	106	528656	76
0	-1	1	0	237496	4	4	129	-1	0	50	0	2	4	0	0	160000	3	0	0	18061	0	1	115	255	111065	0	1	1	66	0	1	0	67	66	694	68	153	1995	-104	2	69	0	-1	69	1	0	0	237496	263488	0	129	237496	0	0	0	0	155	0	0	0	14	14	4	237496	1	3	39	694	0	4202816	1	0	1	0	1	0	231985	0	14	0	237496	0	129	1	0	6	0	67	189	204	7	-7	276619	1	0	Colorado Rapids	0	237496	2	1	0	0	366	0	-1	0	14	528704	68
0	-1	0	0	254067	4	6	220	-1	0	30	0	1	4	0	0	168000	3	0	0	20500	0	1	169	255	698	0	1	62	68	0	1	0	68	68	695	70	255	1995	-96	2	67	0	-1	67	1	0	0	201447	4195336	0	1	201447	0	0	0	0	1	0	0	2	127	0	2	201447	1	6	33	695	0	532488	62	0	1	0	0	0	221634	0	127	0	254067	0	1	0	0	6	0	68	189	255	7	-6	201447	62	0	FC Dallas	0	254067	2	2	0	0	366	0	-1	0	127	528392	70
0	-1	156	0	223978	4	7	118	-1	0	50	0	2	4	0	0	182500	6	0	1	18467	0	1	240	43	698	0	1	156	69	0	1	0	69	69	696	75	12	1995	-94	2	66	0	-1	66	1	0	0	223978	263250	0	118	240226	0	0	0	0	255	0	0	4	191	191	2	240226	1	8	39	696	0	4202578	255	0	1	0	0	0	232148	0	191	0	223978	0	118	2	0	6	0	69	189	24	5	-6	251105	156	0	Sporting KC	0	223978	2	2	0	0	366	0	-1	0	255	528466	75
0	-1	255	0	188350	0	10	255	-1	0	30	0	2	4	0	0	850000	8	0	0	27000	0	1	97	93	112996	0	1	1	72	0	1	0	70	72	697	68	0	1995	-118	1	69	0	-1	69	1	0	0	188350	4195584	0	1	70822	0	0	0	0	255	0	0	2	1	255	2	188350	1	4	34	697	0	525568	210	0	1	0	0	0	191648	0	1	0	188350	0	1	6	0	6	0	70	189	36	2	-8	237075	1	0	Los Angeles Galaxy	0	188350	2	6	0	0	366	0	-1	0	0	532736	68
0	-1	114	0	238504	1	4	255	-1	0	50	0	1	4	0	0	188000	5	0	0	22039	16	1	220	255	695	0	1	114	69	0	1	0	68	69	698	73	255	2005	-95	1	67	0	-1	67	1	0	0	238504	263300	0	255	238504	0	0	0	0	1	0	0	2	50	50	2	238504	1	4	30	698	0	4195460	1	0	1	0	0	0	234122	1	50	0	238504	0	255	2	0	6	0	68	189	255	6	-6	220715	114	0	Houston Dynamo	0	238504	2	2	0	0	366	0	-1	0	1	532612	73
0	-1	220	0	270919	0	7	249	-1	0	50	0	2	4	0	0	13000	3	0	0	16200	0	1	62	1	319	2	1	1	69	0	15	0	68	69	700	67	1	1904	12	3	68	1	-1	68	1	0	0	270919	270470	0	1	270919	0	0	0	0	255	0	0	3	1	36	2	270919	1	6	57	700	0	4198534	255	0	1	0	0	0	209063	0	1	0	270919	0	1	6	0	7	0	68	97	1	6	1	209061	1	0	IF Elfsborg	0	270919	2	3	0	0	366	0	-1	0	30	526470	67
0	-1	68	0	209039	0	5	17	-1	0	50	0	1	4	0	0	8000	3	0	0	16000	0	1	349	255	320	2	1	169	67	0	15	0	65	67	702	68	255	1897	16	2	63	1	-1	63	1	0	0	211177	263178	0	169	209039	0	0	0	0	32	0	0	6	169	126	2	277698	1	7	58	702	0	4202506	95	0	1	0	1	0	202905	0	169	0	211177	0	169	13	0	7	0	65	97	255	3	1	202905	169	0	IFK Norrköping	0	209039	2	2	0	0	366	0	-1	0	223	528394	68
0	-1	97	0	197240	0	9	1	-1	0	50	0	1	4	0	0	19000	4	0	1	30000	0	1	464	255	710	2	1	169	68	0	15	0	68	68	708	68	255	1889	18	1	69	1	-1	69	1	0	0	197240	263304	0	169	264749	0	0	0	0	1	0	0	1	169	33	1	197240	1	6	59	708	0	4195464	77	0	1	0	0	0	197240	0	169	0	197240	0	169	1	0	7	0	68	97	255	8	1	197240	169	0	Hammarby IF	0	197240	2	3	0	0	366	0	-1	0	24	532616	68
0	-1	128	0	204850	0	9	1	-1	0	65	0	2	4	0	0	20000	4	0	1	30000	0	1	464	95	433	2	1	169	68	0	15	0	68	68	710	65	47	1891	18	1	67	1	-1	67	1	0	0	247025	132232	0	169	71672	0	0	0	0	15	0	0	5	169	255	2	247025	1	5	59	710	0	132232	125	0	1	0	0	0	213497	0	169	0	204850	0	169	12	0	7	0	68	97	62	8	1	208440	169	0	Djurgårdens IF	0	204850	2	3	0	0	366	0	-1	0	210	270472	65
0	-1	204	0	213613	0	8	255	-1	0	65	0	1	4	0	0	16000	3	0	0	6316	18	1	218	1	319	2	1	169	68	0	15	0	68	68	711	64	1	1940	11	1	66	1	-1	66	1	0	0	227882	132096	0	169	274406	0	0	0	0	255	0	0	4	169	1	1	227882	1	7	57	711	0	132096	255	0	1	0	0	0	213613	0	169	0	213613	0	169	1	0	7	0	68	97	1	7	1	213613	169	0	BK Häcken	0	213613	2	2	0	0	366	0	-1	0	255	270336	64
0	-1	90	0	78974	0	1	10	-1	0	30	0	2	4	0	0	8000	2	0	0	2541	0	0	973	0	718	0	1	255	65	0	1	0	65	65	717	65	255	1939	-9	3	63	1	-1	63	1	0	0	78974	4202496	0	255	78974	0	0	0	0	10	0	0	0	255	220	4	78974	1	2	38	717	0	528384	90	0	1	0	0	0	78974	0	255	0	78974	0	255	0	0	4	0	65	36	0	2	0	78974	255	0	Alverca	0	78974	2	1	0	0	366	0	-1	0	220	526336	65
0	-1	146	0	244193	0	2	0	-1	0	30	0	1	4	0	0	15000	2	0	0	5223	0	1	929	18	10020	0	1	255	67	0	1	0	68	67	718	70	214	2020	-9	3	67	1	-1	67	0	0	0	244193	4202560	0	255	244193	0	0	0	0	255	0	0	0	255	63	4	244193	1	1	38	718	0	528448	255	0	1	0	0	0	244193	0	255	0	244193	0	255	0	0	4	0	68	36	2	4	0	244193	255	0	Estrela da Amadora	0	244193	2	1	0	0	366	0	-1	0	255	526400	70
0	-1	23	0	255776	4	4	168	-1	0	50	0	1	4	0	0	31000	5	0	0	32539	1	1	20	255	113142	0	1	255	68	0	12	0	68	68	741	72	255	1966	30	1	68	0	-1	68	1	0	0	255776	263233	0	255	255776	0	0	0	0	255	0	0	0	255	31	2	255776	1	5	36	741	0	4195393	255	0	1	0	0	0	194077	1	255	0	211739	0	255	0	0	5	0	68	89	255	2	3	246919	255	0	Antalyaspor	0	255776	9	2	0	0	366	0	-1	0	255	532545	72
0	-1	110	0	263279	0	4	0	-1	0	50	0	2	4	0	0	22000	3	0	0	5244	0	1	516	255	1887	0	1	1	67	0	3	0	69	67	744	75	255	1939	-8	3	68	1	-1	68	1	0	0	263279	270404	0	1	263279	0	0	0	0	255	0	0	0	1	10	4	263279	1	6	41	744	0	4198468	255	0	1	0	0	0	244287	0	1	0	263279	0	1	0	0	4	0	69	36	255	7	0	263279	1	0	Rio Ave	0	263279	2	2	0	0	366	0	-1	0	255	526404	75
0	-1	18	0	223134	0	4	235	-1	0	65	0	2	4	0	0	39000	4	0	0	33919	1	1	924	255	436	0	1	1	71	0	1	0	71	71	748	71	255	1965	36	2	70	1	-1	70	0	0	0	223134	132096	0	1	223134	0	0	0	0	235	0	0	0	1	29	2	223134	1	3	41	748	0	139264	18	0	1	0	0	0	223134	0	1	0	223134	0	1	0	0	5	0	71	89	255	8	3	244685	1	0	Samsunspor	0	223134	9	3	0	0	366	0	-1	0	29	266240	71
0	-1	88	0	261876	0	4	29	-1	0	50	0	2	4	0	0	950	2	0	0	5500	3	0	663	252	422	0	0	115	59	0	1	0	59	59	753	61	252	1930	-7	3	58	0	-1	58	0	0	0	261876	270416	0	50	261876	0	0	0	0	45	0	0	2	220	192	1	261876	1	2	52	753	0	4198480	110	0	1	0	0	0	233375	1	220	0	261876	0	50	6	0	3	0	59	23	252	3	0	183807	115	0	Waterford	0	261876	2	1	0	0	366	0	-1	0	201	526416	61
0	-1	123	0	78793	0	3	4	-1	0	30	0	2	4	0	0	10000	5	0	0	7300	0	1	401	1	252	0	1	255	65	0	1	0	64	65	780	64	1	1912	13	3	65	1	-1	65	1	0	0	78793	4202500	0	255	78793	0	0	0	0	255	0	0	2	255	94	2	78793	1	5	48	780	0	528388	255	0	1	0	1	0	204922	1	255	0	78793	0	255	0	0	4	0	64	31	1	3	1	78793	255	0	SV Ried	0	78793	2	1	0	0	366	0	-1	0	255	526340	64
0	-1	76	0	246014	0	10	9	-1	0	90	0	2	4	0	0	55000	6	0	1	38065	0	1	248	255	269	0	1	220	72	0	1	0	72	72	819	73	255	1992	12	1	71	1	-1	71	1	0	0	246014	66712	0	220	246014	0	0	0	0	10	0	0	10	220	187	1	246014	2	5	55	819	0	66712	74	0	2	0	1	0	193283	1	220	0	203362	0	220	16	0	7	0	72	6	255	8	1	203362	220	0	FC København	0	203362	2	4	0	0	366	0	-1	0	177	139416	73
0	-1	25	0	204017	0	1	196	-1	0	30	0	2	4	0	0	4000	2	0	0	11060	15	1	690	255	271	0	1	255	64	0	0	0	64	64	822	63	255	1891	9	2	66	1	-1	66	1	0	0	204017	4195392	0	255	204017	0	0	0	0	255	0	0	6	255	25	4	204017	1	6	55	822	0	532544	255	0	1	0	1	0	243866	0	255	0	225931	0	255	5	0	7	0	64	6	255	4	1	225931	255	0	Vejle BK	0	225931	2	1	0	0	366	0	-1	0	255	528448	63
0	-1	25	0	254158	0	4	255	-1	0	50	0	2	4	0	0	942	3	0	1	4450	1	0	143	255	305	0	1	60	61	0	1	0	61	61	834	61	255	1895	-6	1	61	1	-1	61	1	0	0	254158	263488	0	10	254158	0	0	0	0	222	0	0	7	40	25	2	254158	1	4	53	834	0	4195648	39	0	1	0	0	0	205139	0	40	0	254158	0	10	14	0	3	0	61	23	255	2	0	230722	60	0	Shelbourne	0	254158	2	1	0	0	366	0	-1	0	28	532800	61
0	-1	81	0	258276	0	10	0	-1	0	65	0	2	4	0	0	16588	5	0	0	42837	0	1	388	255	1871	0	1	120	71	0	1	0	70	71	873	74	255	1922	16	1	70	1	-1	70	1	0	0	258276	132242	1	120	258276	0	0	0	0	65	0	0	5	120	156	2	261108	1	9	52	873	0	132242	121	0	1	0	1	0	206626	0	120	0	278069	0	120	9	0	5	0	70	93	255	7	1	206626	120	0	Lech Poznań	0	278069	2	4	0	0	366	0	-1	0	198	270482	74
0	-1	155	0	190059	0	7	1	-1	0	65	0	2	4	0	0	20900	6	0	0	26104	0	1	539	255	322	0	1	230	66	0	0	0	66	66	894	68	255	1896	8	2	64	1	-1	64	1	0	0	190059	132096	0	230	190059	0	0	0	0	33	0	0	10	230	230	4	190059	1	6	47	894	0	139264	56	0	1	0	1	0	204842	0	230	0	190059	0	230	13	0	4	0	66	71	255	5	1	190059	230	0	FC Zürich	0	190059	2	5	0	0	366	0	-1	0	129	266240	68
0	-1	4	0	193348	0	10	230	-1	0	50	0	2	5	0	0	70800	7	1	0	38512	0	1	41	129	900	0	1	110	72	0	3	0	71	72	896	70	1	1893	7	1	71	1	-1	71	1	0	0	239016	263442	3	110	193348	0	0	0	0	1	0	0	14	110	22	4	193348	1	7	47	896	0	4195602	7	0	1	0	0	0	193348	0	110	0	193348	0	110	21	0	4	0	71	71	7	5	1	252386	110	0	FC Basel	0	193348	2	7	0	0	366	0	-1	0	169	532754	70
0	-1	98	0	256980	0	5	0	-1	0	65	0	2	4	0	0	27000	4	0	0	16490	3	1	292	255	898	0	1	180	66	0	1	0	67	66	897	68	255	1901	8	2	66	1	-1	66	1	0	0	256980	132224	0	180	256980	0	0	0	0	255	0	0	3	180	170	2	256980	1	4	47	897	0	139392	255	0	1	0	0	0	231039	0	180	0	256980	0	180	1	0	4	0	67	71	255	3	1	239432	180	0	FC Luzern	0	256980	2	2	0	0	366	0	-1	0	255	266368	68
0	-1	148	0	228645	0	7	45	-1	0	50	0	2	4	0	0	22850	5	0	0	19568	25	1	461	255	897	0	1	20	68	0	3	0	69	68	898	65	255	1879	9	2	68	1	-1	68	1	0	0	228645	263298	0	20	228645	0	0	0	0	45	0	0	1	20	88	2	228645	1	5	47	898	0	4202626	168	0	1	0	1	0	228645	0	20	0	228645	0	20	2	0	4	0	69	71	255	4	1	241266	20	0	FC St. Gallen	0	228645	2	5	0	0	366	0	-1	0	88	528514	65
0	-1	209	0	234913	0	9	255	-1	0	50	0	2	4	0	0	81300	7	1	0	31120	12	1	48	1	896	2	1	102	72	0	15	0	71	72	900	70	1	1898	7	3	69	1	-1	69	1	0	0	234913	270464	3	102	234913	0	0	0	0	255	0	0	8	102	0	2	234913	1	6	46	900	0	4198528	219	0	1	0	0	0	193468	0	102	0	234913	0	102	17	0	4	0	71	71	1	5	1	225533	102	0	BSC Young Boys	0	234913	2	6	0	0	366	0	-1	0	0	526464	70
0	-1	228	0	222227	0	10	255	-1	0	90	0	2	4	0	0	24000	5	0	1	8200	0	1	58	1	418	2	1	250	73	0	15	0	70	73	918	69	1	1916	14	1	70	1	-1	70	1	0	0	222227	66696	0	250	222227	0	0	0	0	235	0	0	2	250	1	3	222227	1	7	67	918	0	66696	210	0	1	0	1	0	222227	0	250	0	258892	0	250	4	0	7	0	70	199	1	8	1	243203	250	0	FK Bodø/Glimt	0	222227	2	4	0	0	366	0	-1	0	1	139400	69
0	-1	19	0	225251	0	9	204	-1	0	90	0	1	4	0	0	10000	5	0	0	16750	1	1	46	255	298	0	1	1	68	0	1	0	68	68	919	67	255	1908	5	2	67	1	-1	67	1	0	0	225251	66696	0	1	225251	0	0	0	0	245	0	0	7	1	25	3	225251	1	4	60	919	0	73864	10	0	1	0	0	0	237937	0	1	0	209264	0	1	3	0	7	0	68	199	255	7	1	233379	1	0	SK Brann	0	209264	2	2	0	0	366	0	-1	0	12	135304	67
0	-1	46	0	273952	0	5	25	-1	0	50	0	2	4	0	0	9000	4	0	0	16556	0	1	361	63	919	2	1	1	66	0	15	0	65	66	920	63	226	1913	10	1	65	1	-1	65	1	0	0	273952	263168	0	1	273952	0	0	0	0	255	0	0	4	1	202	1	76478	1	8	59	920	0	4195328	255	0	1	0	0	0	214877	0	1	0	273952	0	1	5	0	7	0	65	199	31	6	1	214877	1	0	Vålerenga Fotball	0	273952	2	2	0	0	366	0	-1	0	255	532480	63
0	-1	51	0	205291	0	3	51	-1	0	50	0	2	4	0	0	6000	3	0	0	8935	0	1	142	255	920	2	1	250	63	0	15	0	65	63	922	64	255	1907	10	3	66	1	-1	66	1	0	0	205291	270336	0	250	205291	0	0	0	0	198	0	0	5	250	102	2	205291	1	6	59	922	0	4198400	36	0	1	0	0	0	203363	1	250	0	205291	0	250	2	0	7	0	65	199	255	6	1	205291	250	0	Strømsgodset Toppfotball	0	205291	2	1	0	0	366	0	-1	0	5	526336	64
