isamongtopscorers	yellows	isamongtopscorersinteam	leaguegoals	jerseynumber	position	artificialkey	teamid	leaguegoalsprevmatch	injury	leagueappearances	istopscorer	leaguegoalsprevthreematches	playerid	form	reds
0	0	0	0	23	28	3028	58	0	0	0	0	0	211358	3	0
0	0	0	0	24	28	3029	58	0	0	0	0	0	70723	3	0
0	0	0	0	94	28	3030	58	0	0	0	0	0	267637	3	0
0	0	0	0	29	29	3031	58	0	0	0	0	0	73069	3	0
0	0	0	0	20	29	3032	58	0	0	0	0	0	73951	3	0
0	0	0	0	18	29	3033	58	0	0	0	0	0	79929	3	0
0	0	0	0	16	0	3034	62	0	0	0	0	0	204966	3	0
0	0	0	0	22	3	3035	62	0	0	0	0	0	241445	3	0
0	0	0	0	7	4	3036	62	0	0	0	0	0	271050	3	0
0	0	0	0	18	6	3037	62	0	0	0	0	0	71487	3	0
0	0	0	0	31	7	3038	62	0	0	0	0	0	74136	3	0
0	0	0	0	21	12	3039	62	0	0	0	0	0	276027	3	0
0	0	0	0	8	13	3040	62	0	0	0	0	0	246298	3	0
0	0	0	0	4	15	3041	62	0	0	0	0	0	225174	3	0
0	0	0	0	11	16	3042	62	0	0	0	0	0	251596	3	0
0	0	0	0	17	24	3043	62	0	0	0	0	0	261758	3	0
0	0	0	0	13	26	3044	62	0	0	0	0	0	72354	3	0
0	0	0	0	9	28	3045	62	0	0	0	0	0	239329	3	0
0	0	0	0	5	28	3046	62	0	0	0	0	0	213725	3	0
0	0	0	0	99	28	3047	62	0	0	0	0	0	225685	3	0
0	0	0	0	29	28	3048	62	0	0	0	0	0	237347	3	0
0	0	0	0	1	28	3049	62	0	0	0	0	0	255014	3	0
0	0	0	0	60	28	3050	62	0	0	0	0	0	257498	3	0
0	0	0	0	33	28	3051	62	0	0	0	0	0	78758	3	0
0	0	0	0	12	28	3052	62	0	0	0	0	0	73084	3	0
0	0	0	0	35	28	3053	62	0	0	0	0	0	79530	3	0
0	0	0	0	39	28	3054	62	0	0	0	0	0	74139	3	0
0	0	0	0	40	28	3055	62	0	0	0	0	0	276760	3	0
0	0	0	0	38	28	3056	62	0	0	0	0	0	74597	3	0
0	0	0	0	1	0	3057	70	0	0	0	0	0	209423	3	0
0	0	0	0	29	3	3058	70	0	0	0	0	0	270518	3	0
0	0	0	0	4	4	3059	70	0	0	0	0	0	247019	3	0
0	0	0	0	27	6	3060	70	0	0	0	0	0	244603	3	0
0	0	0	0	21	7	3061	70	0	0	0	0	0	278262	3	0
0	0	0	0	12	13	3062	70	0	0	0	0	0	206306	3	0
0	0	0	0	13	14	3063	70	0	0	0	0	0	252541	3	0
0	0	0	0	10	15	3064	70	0	0	0	0	0	271306	3	0
0	0	0	0	11	18	3065	70	0	0	0	0	0	205686	3	0
0	0	0	0	70	24	3066	70	0	0	0	0	0	251401	3	0
0	0	0	0	19	26	3067	70	0	0	0	0	0	223510	3	0
0	0	0	0	20	28	3068	70	0	0	0	0	0	209698	3	0
0	0	0	0	15	28	3069	70	0	0	0	0	0	228290	3	0
0	0	0	0	77	28	3070	70	0	0	0	0	0	230147	3	0
0	0	0	0	23	28	3071	70	0	0	0	0	0	72254	3	0
0	0	0	0	40	28	3072	70	0	0	0	0	0	80295	3	0
0	0	0	0	24	28	3073	70	0	0	0	0	0	70765	3	0
0	0	0	0	6	28	3074	70	0	0	0	0	0	208615	3	0
0	0	0	0	7	28	3075	70	0	0	0	0	0	253036	3	0
0	0	0	0	17	28	3076	70	0	0	0	0	0	241157	3	0
0	0	0	0	18	28	3077	70	0	0	0	0	0	76888	3	0
0	0	0	0	8	28	3078	70	0	0	0	0	0	278571	3	0
0	0	0	0	3	28	3079	70	0	0	0	0	0	75057	3	0
0	0	0	0	44	29	3080	70	0	0	0	0	0	74477	3	0
0	0	0	0	22	29	3081	70	0	0	0	0	0	272464	3	0
0	0	0	0	14	29	3082	70	0	0	0	0	0	74480	3	0
0	0	0	0	16	0	3083	294	0	0	0	0	0	228255	3	0
0	0	0	0	5	3	3084	294	0	0	0	0	0	241269	3	0
0	0	0	0	6	4	3085	294	0	0	0	0	0	215708	3	0
0	0	0	0	28	6	3086	294	0	0	0	0	0	259150	3	0
0	0	0	0	14	7	3087	294	0	0	0	0	0	256788	3	0
0	0	0	0	17	10	3088	294	0	0	0	0	0	73085	3	0
0	0	0	0	9	12	3089	294	0	0	0	0	0	246329	3	0
0	0	0	0	8	13	3090	294	0	0	0	0	0	277356	3	0
0	0	0	0	7	15	3091	294	0	0	0	0	0	193683	3	0
0	0	0	0	44	16	3092	294	0	0	0	0	0	252302	3	0
0	0	0	0	15	25	3093	294	0	0	0	0	0	277498	3	0
0	0	0	0	10	28	3094	294	0	0	0	0	0	72138	3	0
0	0	0	0	24	28	3095	294	0	0	0	0	0	266272	3	0
0	0	0	0	2	28	3096	294	0	0	0	0	0	277354	3	0
0	0	0	0	23	28	3097	294	0	0	0	0	0	248408	3	0
0	0	0	0	1	28	3098	294	0	0	0	0	0	201138	3	0
0	0	0	0	32	28	3099	294	0	0	0	0	0	76616	3	0
0	0	0	0	21	28	3100	294	0	0	0	0	0	247180	3	0
0	0	0	0	20	28	3101	294	0	0	0	0	0	266889	3	0
0	0	0	0	26	28	3102	294	0	0	0	0	0	248584	3	0
0	0	0	0	19	28	3103	294	0	0	0	0	0	278282	3	0
0	0	0	0	40	28	3104	294	0	0	0	0	0	224068	3	0
0	0	0	0	22	28	3105	294	0	0	0	0	0	276824	3	0
0	0	0	0	38	29	3106	294	0	0	0	0	0	74510	3	0
0	0	0	0	37	29	3107	294	0	0	0	0	0	74507	3	0
0	0	0	0	35	29	3108	294	0	0	0	0	0	72310	3	0
0	0	0	0	34	29	3109	294	0	0	0	0	0	74589	3	0
0	0	0	0	18	29	3110	294	0	0	0	0	0	263250	3	0
0	0	0	0	20	0	3111	379	0	0	0	0	0	231105	3	0
0	0	0	0	3	3	3112	379	0	0	0	0	0	76449	3	0
0	0	0	0	2	4	3113	379	0	0	0	0	0	253073	3	0
0	0	0	0	5	6	3114	379	0	0	0	0	0	199393	3	0
0	0	0	0	18	7	3115	379	0	0	0	0	0	226103	3	0
0	0	0	0	6	9	3116	379	0	0	0	0	0	275137	3	0
0	0	0	0	24	11	3117	379	0	0	0	0	0	277659	3	0
0	0	0	0	7	12	3118	379	0	0	0	0	0	232905	3	0
0	0	0	0	17	16	3119	379	0	0	0	0	0	242914	3	0
0	0	0	0	10	18	3120	379	0	0	0	0	0	244309	3	0
0	0	0	0	22	25	3121	379	0	0	0	0	0	277178	3	0
0	0	0	0	9	28	3122	379	0	0	0	0	0	246459	3	0
0	0	0	0	8	28	3123	379	0	0	0	0	0	70011	3	0
0	0	0	0	4	28	3124	379	0	0	0	0	0	245084	3	0
0	0	0	0	31	28	3125	379	0	0	0	0	0	275153	3	0
0	0	0	0	29	28	3126	379	0	0	0	0	0	72022	3	0
0	0	0	0	19	28	3127	379	0	0	0	0	0	227558	3	0
0	0	0	0	23	28	3128	379	0	0	0	0	0	234799	3	0
0	0	0	0	14	28	3129	379	0	0	0	0	0	260558	3	0
0	0	0	0	11	28	3130	379	0	0	0	0	0	267465	3	0
0	0	0	0	94	28	3131	379	0	0	0	0	0	79531	3	0
0	0	0	0	30	28	3132	379	0	0	0	0	0	260195	3	0
0	0	0	0	67	28	3133	379	0	0	0	0	0	276256	3	0
0	0	0	0	27	29	3134	379	0	0	0	0	0	277578	3	0
0	0	0	0	92	29	3135	379	0	0	0	0	0	72250	3	0
0	0	0	0	85	29	3136	379	0	0	0	0	0	76246	3	0
0	0	0	0	86	29	3137	379	0	0	0	0	0	76760	3	0
0	0	0	0	74	29	3138	379	0	0	0	0	0	75251	3	0
0	0	0	0	87	29	3139	379	0	0	0	0	0	77712	3	0
0	0	0	0	93	29	3140	379	0	0	0	0	0	75737	3	0
0	0	0	0	58	29	3141	379	0	0	0	0	0	80238	3	0
0	0	0	0	73	29	3142	379	0	0	0	0	0	277855	3	0
0	0	0	0	16	0	3143	1739	0	0	0	0	0	232417	3	0
0	0	0	0	12	3	3144	1739	0	0	0	0	0	224882	3	0
0	0	0	0	21	4	3145	1739	0	0	0	0	0	78761	3	0
0	0	0	0	17	5	3146	1739	0	0	0	0	0	229646	3	0
0	0	0	0	5	6	3147	1739	0	0	0	0	0	78757	3	0
0	0	0	0	99	7	3148	1739	0	0	0	0	0	255955	3	0
0	0	0	0	8	10	3149	1739	0	0	0	0	0	248357	3	0
0	0	0	0	10	13	3150	1739	0	0	0	0	0	79109	3	0
0	0	0	0	6	15	3151	1739	0	0	0	0	0	78764	3	0
0	0	0	0	9	24	3152	1739	0	0	0	0	0	232118	3	0
0	0	0	0	25	26	3153	1739	0	0	0	0	0	78878	3	0
0	0	0	0	23	28	3154	1739	0	0	0	0	0	238510	3	0
0	0	0	0	24	28	3155	1739	0	0	0	0	0	257397	3	0
0	0	0	0	7	28	3156	1739	0	0	0	0	0	79175	3	0
0	0	0	0	33	28	3157	1739	0	0	0	0	0	265651	3	0
0	0	0	0	1	28	3158	1739	0	0	0	0	0	254662	3	0
0	0	0	0	11	28	3159	1739	0	0	0	0	0	78771	3	0
0	0	0	0	27	28	3160	1739	0	0	0	0	0	78766	3	0
0	0	0	0	26	28	3161	1739	0	0	0	0	0	78769	3	0
0	0	0	0	36	28	3162	1739	0	0	0	0	0	78760	3	0
0	0	0	0	30	28	3163	1739	0	0	0	0	0	78756	3	0
0	0	0	0	20	28	3164	1739	0	0	0	0	0	80229	3	0
0	0	0	0	13	0	3165	1805	0	0	0	0	0	276761	3	0
0	0	0	0	17	3	3166	1805	0	0	0	0	0	248821	3	0
0	0	0	0	29	4	3167	1805	0	0	0	0	0	220030	3	0
0	0	0	0	24	5	3168	1805	0	0	0	0	0	260159	3	0
0	0	0	0	21	6	3169	1805	0	0	0	0	0	248711	3	0
0	0	0	0	27	7	3170	1805	0	0	0	0	0	258446	3	0
0	0	0	0	30	10	3171	1805	0	0	0	0	0	270849	3	0
0	0	0	0	8	13	3172	1805	0	0	0	0	0	224590	3	0
0	0	0	0	25	15	3173	1805	0	0	0	0	0	225629	3	0
0	0	0	0	23	24	3174	1805	0	0	0	0	0	275130	3	0
0	0	0	0	7	26	3175	1805	0	0	0	0	0	265689	3	0
0	0	0	0	9	28	3176	1805	0	0	0	0	0	257031	3	0
0	0	0	0	10	28	3177	1805	0	0	0	0	0	246816	3	0
0	0	0	0	11	28	3178	1805	0	0	0	0	0	261815	3	0
0	0	0	0	36	28	3179	1805	0	0	0	0	0	251385	3	0
0	0	0	0	16	28	3180	1805	0	0	0	0	0	228912	3	0
0	0	0	0	34	28	3181	1805	0	0	0	0	0	265545	3	0
0	0	0	0	35	28	3182	1805	0	0	0	0	0	277938	3	0
0	0	0	0	20	28	3183	1805	0	0	0	0	0	275289	3	0
0	0	0	0	33	28	3184	1805	0	0	0	0	0	269187	3	0
0	0	0	0	1	28	3185	1805	0	0	0	0	0	242391	3	0
0	0	0	0	87	28	3186	1805	0	0	0	0	0	74497	3	0
0	0	0	0	12	28	3187	1805	0	0	0	0	0	74036	3	0
0	0	0	0	18	29	3188	1805	0	0	0	0	0	276756	3	0
0	0	0	0	37	29	3189	1805	0	0	0	0	0	79623	3	0
0	0	0	0	30	0	3190	1814	0	0	0	0	0	190195	3	0
0	0	0	0	7	3	3191	1814	0	0	0	0	0	254996	3	0
0	0	0	0	5	4	3192	1814	0	0	0	0	0	73080	3	0
0	0	0	0	23	5	3193	1814	0	0	0	0	0	199051	3	0
0	0	0	0	2	6	3194	1814	0	0	0	0	0	221271	3	0
0	0	0	0	17	7	3195	1814	0	0	0	0	0	261992	3	0
0	0	0	0	19	12	3196	1814	0	0	0	0	0	261141	3	0
0	0	0	0	28	13	3197	1814	0	0	0	0	0	269293	3	0
0	0	0	0	6	15	3198	1814	0	0	0	0	0	252599	3	0
0	0	0	0	9	16	3199	1814	0	0	0	0	0	262738	3	0
0	0	0	0	18	25	3200	1814	0	0	0	0	0	240133	3	0
0	0	0	0	14	28	3201	1814	0	0	0	0	0	240057	3	0
0	0	0	0	4	28	3202	1814	0	0	0	0	0	243599	3	0
0	0	0	0	3	28	3203	1814	0	0	0	0	0	239502	3	0
0	0	0	0	29	28	3204	1814	0	0	0	0	0	74736	3	0
0	0	0	0	1	28	3205	1814	0	0	0	0	0	199705	3	0
0	0	0	0	25	28	3206	1814	0	0	0	0	0	77539	3	0
0	0	0	0	26	28	3207	1814	0	0	0	0	0	277942	3	0
0	0	0	0	8	28	3208	1814	0	0	0	0	0	251439	3	0
0	0	0	0	27	28	3209	1814	0	0	0	0	0	76040	3	0
0	0	0	0	16	28	3210	1814	0	0	0	0	0	80240	3	0
0	0	0	0	12	28	3211	1814	0	0	0	0	0	79515	3	0
0	0	0	0	22	28	3212	1814	0	0	0	0	0	276543	3	0
0	0	0	0	40	29	3213	1814	0	0	0	0	0	80239	3	0
0	0	0	0	30	0	3214	1815	0	0	0	0	0	229168	3	0
0	0	0	0	15	3	3215	1815	0	0	0	0	0	274463	3	0
0	0	0	0	5	4	3216	1815	0	0	0	0	0	228983	3	0
0	0	0	0	21	6	3217	1815	0	0	0	0	0	235553	3	0
0	0	0	0	97	7	3218	1815	0	0	0	0	0	228759	3	0
0	0	0	0	25	9	3219	1815	0	0	0	0	0	208861	3	0
0	0	0	0	10	11	3220	1815	0	0	0	0	0	183256	3	0
0	0	0	0	17	12	3221	1815	0	0	0	0	0	74645	3	0
0	0	0	0	32	16	3222	1815	0	0	0	0	0	246790	3	0
0	0	0	0	23	18	3223	1815	0	0	0	0	0	215245	3	0
0	0	0	0	18	25	3224	1815	0	0	0	0	0	223283	3	0
0	0	0	0	6	28	3225	1815	0	0	0	0	0	262137	3	0
0	0	0	0	11	28	3226	1815	0	0	0	0	0	266486	3	0
0	0	0	0	3	28	3227	1815	0	0	0	0	0	247412	3	0
0	0	0	0	12	28	3228	1815	0	0	0	0	0	179789	3	0
0	0	0	0	1	28	3229	1815	0	0	0	0	0	263920	3	0
0	0	0	0	27	28	3230	1815	0	0	0	0	0	74234	3	0
0	0	0	0	44	28	3231	1815	0	0	0	0	0	73067	3	0
0	0	0	0	93	28	3232	1815	0	0	0	0	0	78158	3	0
0	0	0	0	20	28	3233	1815	0	0	0	0	0	73622	3	0
0	0	0	0	13	28	3234	1815	0	0	0	0	0	80268	3	0
0	0	0	0	77	28	3235	1815	0	0	0	0	0	80270	3	0
0	0	0	0	19	28	3236	1815	0	0	0	0	0	70474	3	0
0	0	0	0	29	29	3237	1815	0	0	0	0	0	72170	3	0
0	0	0	0	28	29	3238	1815	0	0	0	0	0	71777	3	0
0	0	0	0	45	29	3239	1815	0	0	0	0	0	74732	3	0
0	0	0	0	34	29	3240	1815	0	0	0	0	0	74733	3	0
0	0	0	0	16	0	3241	1816	0	0	0	0	0	204034	3	0
0	0	0	0	39	3	3242	1816	0	0	0	0	0	72308	3	0
0	0	0	0	34	4	3243	1816	0	0	0	0	0	70025	3	0
0	0	0	0	20	6	3244	1816	0	0	0	0	0	244542	3	0
0	0	0	0	33	7	3245	1816	0	0	0	0	0	70018	3	0
0	0	0	0	45	9	3246	1816	0	0	0	0	0	274440	3	0
0	0	0	0	37	11	3247	1816	0	0	0	0	0	203128	3	0
0	0	0	0	7	12	3248	1816	0	0	0	0	0	237198	3	0
0	0	0	0	27	16	3249	1816	0	0	0	0	0	70022	3	0
0	0	0	0	8	18	3250	1816	0	0	0	0	0	256902	3	0
0	0	0	0	9	25	3251	1816	0	0	0	0	0	266586	3	0
0	0	0	0	10	28	3252	1816	0	0	0	0	0	263107	3	0
0	0	0	0	25	28	3253	1816	0	0	0	0	0	278825	3	0
0	0	0	0	17	28	3254	1816	0	0	0	0	0	271292	3	0
0	0	0	0	48	28	3255	1816	0	0	0	0	0	73290	3	0
0	0	0	0	30	28	3256	1816	0	0	0	0	0	264138	3	0
0	0	0	0	24	28	3257	1816	0	0	0	0	0	277502	3	0
0	0	0	0	58	28	3258	1816	0	0	0	0	0	73572	3	0
0	0	0	0	35	28	3259	1816	0	0	0	0	0	79610	3	0
0	0	0	0	30	0	3260	1819	0	0	0	0	0	230727	3	0
0	0	0	0	8	3	3261	1819	0	0	0	0	0	199191	3	0
0	0	0	0	21	4	3262	1819	0	0	0	0	0	239814	3	0
0	0	0	0	3	6	3263	1819	0	0	0	0	0	238749	3	0
0	0	0	0	27	7	3264	1819	0	0	0	0	0	255523	3	0
0	0	0	0	10	10	3265	1819	0	0	0	0	0	209618	3	0
0	0	0	0	7	23	3266	1819	0	0	0	0	0	235888	3	0
0	0	0	0	6	13	3267	1819	0	0	0	0	0	271452	3	0
0	0	0	0	29	15	3268	1819	0	0	0	0	0	257320	3	0
0	0	0	0	22	27	3269	1819	0	0	0	0	0	271688	3	0
0	0	0	0	32	25	3270	1819	0	0	0	0	0	262657	3	0
0	0	0	0	20	28	3271	1819	0	0	0	0	0	264441	3	0
0	0	0	0	11	28	3272	1819	0	0	0	0	0	262289	3	0
0	0	0	0	15	28	3273	1819	0	0	0	0	0	279768	3	0
0	0	0	0	13	28	3274	1819	0	0	0	0	0	243595	3	0
0	0	0	0	1	28	3275	1819	0	0	0	0	0	196316	3	0
0	0	0	0	5	28	3276	1819	0	0	0	0	0	70885	3	0
0	0	0	0	28	28	3277	1819	0	0	0	0	0	74326	3	0
0	0	0	0	25	28	3278	1819	0	0	0	0	0	76244	3	0
0	0	0	0	34	28	3279	1819	0	0	0	0	0	79611	3	0
0	0	0	0	1	0	3280	1823	0	0	0	0	0	212735	3	0
0	0	0	0	12	3	3281	1823	0	0	0	0	0	276017	3	0
0	0	0	0	14	4	3282	1823	0	0	0	0	0	209320	3	0
0	0	0	0	4	6	3283	1823	0	0	0	0	0	278034	3	0
0	0	0	0	19	7	3284	1823	0	0	0	0	0	78651	3	0
0	0	0	0	17	9	3285	1823	0	0	0	0	0	238996	3	0
0	0	0	0	6	11	3286	1823	0	0	0	0	0	234537	3	0
0	0	0	0	11	12	3287	1823	0	0	0	0	0	78877	3	0
0	0	0	0	22	16	3288	1823	0	0	0	0	0	78662	3	0
0	0	0	0	8	18	3289	1823	0	0	0	0	0	78658	3	0
0	0	0	0	10	25	3290	1823	0	0	0	0	0	228457	3	0
0	0	0	0	9	28	3291	1823	0	0	0	0	0	78659	3	0
0	0	0	0	20	28	3292	1823	0	0	0	0	0	78661	3	0
0	0	0	0	5	28	3293	1823	0	0	0	0	0	226205	3	0
0	0	0	0	3	28	3294	1823	0	0	0	0	0	78650	3	0
0	0	0	0	16	28	3295	1823	0	0	0	0	0	205747	3	0
0	0	0	0	29	28	3296	1823	0	0	0	0	0	72306	3	0
0	0	0	0	13	28	3297	1823	0	0	0	0	0	78654	3	0
0	0	0	0	26	28	3298	1823	0	0	0	0	0	265397	3	0
0	0	0	0	15	28	3299	1823	0	0	0	0	0	78660	3	0
0	0	0	0	40	28	3300	1823	0	0	0	0	0	78644	3	0
0	0	0	0	30	0	3301	110321	0	0	0	0	0	222820	3	0
0	0	0	0	26	3	3302	110321	0	0	0	0	0	76758	3	0
0	0	0	0	19	4	3303	110321	0	0	0	0	0	243867	3	0
0	0	0	0	25	6	3304	110321	0	0	0	0	0	234814	3	0
0	0	0	0	3	7	3305	110321	0	0	0	0	0	74442	3	0
0	0	0	0	6	9	3306	110321	0	0	0	0	0	266848	3	0
0	0	0	0	21	11	3307	110321	0	0	0	0	0	244736	3	0
0	0	0	0	11	12	3308	110321	0	0	0	0	0	74734	3	0
0	0	0	0	9	16	3309	110321	0	0	0	0	0	271689	3	0
0	0	0	0	14	18	3310	110321	0	0	0	0	0	225855	3	0
0	0	0	0	12	25	3311	110321	0	0	0	0	0	210439	3	0
0	0	0	0	18	28	3312	110321	0	0	0	0	0	278996	3	0
0	0	0	0	87	28	3313	110321	0	0	0	0	0	70014	3	0
0	0	0	0	23	28	3314	110321	0	0	0	0	0	223138	3	0
0	0	0	0	97	28	3315	110321	0	0	0	0	0	252011	3	0
0	0	0	0	77	28	3316	110321	0	0	0	0	0	73967	3	0
0	0	0	0	24	28	3317	110321	0	0	0	0	0	74445	3	0
0	0	0	0	10	28	3318	110321	0	0	0	0	0	79624	3	0
0	0	0	0	4	28	3319	110321	0	0	0	0	0	256789	3	0
0	0	0	0	33	28	3320	110321	0	0	0	0	0	79625	3	0
0	0	0	0	22	28	3321	110321	0	0	0	0	0	271236	3	0
0	0	0	0	7	28	3322	110321	0	0	0	0	0	261772	3	0
0	0	0	0	1	0	3323	111273	0	0	0	0	0	209830	3	0
0	0	0	0	20	4	3324	111273	0	0	0	0	0	270704	3	0
0	0	0	0	24	5	3325	111273	0	0	0	0	0	223880	3	0
0	0	0	0	3	6	3326	111273	0	0	0	0	0	251981	3	0
0	0	0	0	22	12	3327	111273	0	0	0	0	0	271507	3	0
0	0	0	0	98	13	3328	111273	0	0	0	0	0	72137	3	0
0	0	0	0	8	15	3329	111273	0	0	0	0	0	216524	3	0
0	0	0	0	11	16	3330	111273	0	0	0	0	0	72134	3	0
0	0	0	0	10	18	3331	111273	0	0	0	0	0	220029	3	0
0	0	0	0	23	24	3332	111273	0	0	0	0	0	72139	3	0
0	0	0	0	7	26	3333	111273	0	0	0	0	0	72136	3	0
0	0	0	0	97	28	3334	111273	0	0	0	0	0	256170	3	0
0	0	0	0	12	28	3335	111273	0	0	0	0	0	73289	3	0
0	0	0	0	27	28	3336	111273	0	0	0	0	0	243412	3	0
0	0	0	0	5	28	3337	111273	0	0	0	0	0	271394	3	0
0	0	0	0	30	28	3338	111273	0	0	0	0	0	254021	3	0
0	0	0	0	29	28	3339	111273	0	0	0	0	0	72133	3	0
0	0	0	0	25	28	3340	111273	0	0	0	0	0	79634	3	0
0	0	0	0	77	28	3341	111273	0	0	0	0	0	212940	3	0
0	0	0	0	21	28	3342	111273	0	0	0	0	0	80322	3	0
0	0	0	0	6	28	3343	111273	0	0	0	0	0	73939	3	0
0	0	0	0	14	28	3344	111273	0	0	0	0	0	72141	3	0
0	0	0	0	60	0	3345	111276	0	0	0	0	0	73487	3	0
0	0	0	0	2	3	3346	111276	0	0	0	0	0	229194	3	0
0	0	0	0	26	4	3347	111276	0	0	0	0	0	240258	3	0
0	0	0	0	23	6	3348	111276	0	0	0	0	0	188538	3	0
0	0	0	0	30	7	3349	111276	0	0	0	0	0	216755	3	0
0	0	0	0	5	10	3350	111276	0	0	0	0	0	234576	3	0
0	0	0	0	27	12	3351	111276	0	0	0	0	0	248662	3	0
0	0	0	0	18	13	3352	111276	0	0	0	0	0	79662	3	0
0	0	0	0	20	15	3353	111276	0	0	0	0	0	267973	3	0
0	0	0	0	80	16	3354	111276	0	0	0	0	0	70017	3	0
0	0	0	0	9	25	3355	111276	0	0	0	0	0	276363	3	0
0	0	0	0	6	28	3356	111276	0	0	0	0	0	73430	3	0
0	0	0	0	8	28	3357	111276	0	0	0	0	0	73511	3	0
0	0	0	0	21	28	3358	111276	0	0	0	0	0	276023	3	0
0	0	0	0	12	28	3359	111276	0	0	0	0	0	277980	3	0
0	0	0	0	16	28	3360	111276	0	0	0	0	0	80296	3	0
0	0	0	0	10	28	3361	111276	0	0	0	0	0	252137	3	0
0	0	0	0	77	28	3362	111276	0	0	0	0	0	75051	3	0
0	0	0	0	1	0	3363	111659	0	0	0	0	0	231720	3	0
0	0	0	0	25	3	3364	111659	0	0	0	0	0	275296	3	0
0	0	0	0	17	4	3365	111659	0	0	0	0	0	279843	3	0
0	0	0	0	24	5	3366	111659	0	0	0	0	0	73086	3	0
0	0	0	0	3	6	3367	111659	0	0	0	0	0	277431	3	0
0	0	0	0	11	7	3368	111659	0	0	0	0	0	260168	3	0
0	0	0	0	6	10	3369	111659	0	0	0	0	0	79635	3	0
0	0	0	0	8	13	3370	111659	0	0	0	0	0	255738	3	0
0	0	0	0	27	15	3371	111659	0	0	0	0	0	242753	3	0
0	0	0	0	18	24	3372	111659	0	0	0	0	0	263110	3	0
0	0	0	0	9	26	3373	111659	0	0	0	0	0	248784	3	0
0	0	0	0	22	28	3374	111659	0	0	0	0	0	79638	3	0
0	0	0	0	4	28	3375	111659	0	0	0	0	0	79639	3	0
0	0	0	0	5	28	3376	111659	0	0	0	0	0	79640	3	0
0	0	0	0	21	28	3377	111659	0	0	0	0	0	79637	3	0
0	0	0	0	30	28	3378	111659	0	0	0	0	0	276872	3	0
0	0	0	0	29	28	3379	111659	0	0	0	0	0	264786	3	0
0	0	0	0	7	28	3380	111659	0	0	0	0	0	270352	3	0
0	0	0	0	19	28	3381	111659	0	0	0	0	0	262156	3	0
0	0	0	0	10	28	3382	111659	0	0	0	0	0	271244	3	0
0	0	0	0	16	28	3383	111659	0	0	0	0	0	257142	3	0
0	0	0	0	20	28	3384	111659	0	0	0	0	0	258470	3	0
0	0	0	0	13	28	3385	111659	0	0	0	0	0	75420	3	0
0	0	0	0	12	29	3386	111659	0	0	0	0	0	75312	3	0
0	0	0	0	34	29	3387	111659	0	0	0	0	0	80235	3	0
0	0	0	0	1	0	3388	131447	0	0	0	0	0	232410	3	0
0	0	0	0	41	3	3389	131447	0	0	0	0	0	277499	3	0
0	0	0	0	27	4	3390	131447	0	0	0	0	0	73082	3	0
0	0	0	0	18	6	3391	131447	0	0	0	0	0	73083	3	0
0	0	0	0	21	7	3392	131447	0	0	0	0	0	191390	3	0
0	0	0	0	5	9	3393	131447	0	0	0	0	0	188825	3	0
0	0	0	0	17	11	3394	131447	0	0	0	0	0	198836	3	0
0	0	0	0	28	12	3395	131447	0	0	0	0	0	276309	3	0
0	0	0	0	22	16	3396	131447	0	0	0	0	0	269748	3	0
0	0	0	0	20	18	3397	131447	0	0	0	0	0	74440	3	0
0	0	0	0	9	25	3398	131447	0	0	0	0	0	252205	3	0
0	0	0	0	7	28	3399	131447	0	0	0	0	0	277912	3	0
0	0	0	0	8	28	3400	131447	0	0	0	0	0	79499	3	0
0	0	0	0	6	28	3401	131447	0	0	0	0	0	228775	3	0
0	0	0	0	23	28	3402	131447	0	0	0	0	0	79265	3	0
0	0	0	0	16	28	3403	131447	0	0	0	0	0	243711	3	0
0	0	0	0	33	28	3404	131447	0	0	0	0	0	74886	3	0
0	0	0	0	25	28	3405	131447	0	0	0	0	0	79621	3	0
0	0	0	0	19	28	3406	131447	0	0	0	0	0	77112	3	0
0	0	0	0	26	28	3407	131447	0	0	0	0	0	79498	3	0
0	0	0	0	32	28	3408	131447	0	0	0	0	0	76247	3	0
0	0	0	0	42	28	3409	131447	0	0	0	0	0	74444	3	0
0	0	0	0	30	28	3410	131447	0	0	0	0	0	74586	3	0
0	0	0	0	35	29	3411	131447	0	0	0	0	0	77824	3	0
0	0	0	0	40	29	3412	131447	0	0	0	0	0	80234	3	0
0	0	0	0	1	0	3413	132680	0	0	0	0	0	277125	3	0
0	0	0	0	2	3	3414	132680	0	0	0	0	0	277126	3	0
0	0	0	0	3	4	3415	132680	0	0	0	0	0	277128	3	0
0	0	0	0	4	6	3416	132680	0	0	0	0	0	277138	3	0
0	0	0	0	5	7	3417	132680	0	0	0	0	0	277142	3	0
0	0	0	0	6	9	3418	132680	0	0	0	0	0	277132	3	0
0	0	0	0	23	11	3419	132680	0	0	0	0	0	277130	3	0
0	0	0	0	7	12	3420	132680	0	0	0	0	0	277143	3	0
0	0	0	0	8	16	3421	132680	0	0	0	0	0	277141	3	0
0	0	0	0	10	18	3422	132680	0	0	0	0	0	277135	3	0
0	0	0	0	9	25	3423	132680	0	0	0	0	0	277139	3	0
0	0	0	0	15	28	3424	132680	0	0	0	0	0	277131	3	0
0	0	0	0	13	28	3425	132680	0	0	0	0	0	277129	3	0
0	0	0	0	17	28	3426	132680	0	0	0	0	0	277127	3	0
0	0	0	0	24	28	3427	132680	0	0	0	0	0	277137	3	0
